	0
MP:0013038	entire body open laceration
MP:0013039	entire body open puncture
MP:0013040	entire body closed contusion
MP:0013041	thorax wound
MP:0013042	thorax open abrasion
MP:0013043	thorax open avulsion
MP:0013044	thorax open incision
MP:0013045	thorax open laceration
MP:0013046	thorax open puncture
MP:0013047	thorax closed contusion
MP:0013048	abdomen wound
MP:0013049	abdomen open abrasion
MP:0013050	abdomen open avulsion
MP:0013051	abdomen open incision
MP:0013052	abdomen open laceration
MP:0013053	abdomen open puncture
MP:0013054	abdomen closed contusion
MP:0013055	genital wound
MP:0013056	genital open abrasion
MP:0013057	genital open avulsion
MP:0013058	genital open incision
MP:0013059	genital open laceration
MP:0013060	genital open puncture
MP:0013061	genital closed contusion
MP:0013062	teat wound
MP:0013063	teat open abrasion
MP:0013064	teat open avulsion
MP:0013065	teat open incision
MP:0013066	teat open laceration
MP:0013067	teat open puncture
MP:0013068	teat closed contusion
MP:0013069	limb wound
MP:0013070	limb open abrasion
MP:0013071	limb open avulsion
MP:0013072	limb open incision
MP:0013073	limb open laceration
MP:0013074	limb open puncture
MP:0013075	limb closed contusion
MP:0013076	autopod wound
MP:0013077	autopod open abrasion
MP:0013078	autopod open avulsion
MP:0013079	autopod open incision
MP:0013080	autopod open laceration
MP:0013081	autopod open puncture
MP:0013082	autopod closed contusion
MP:0013083	tail wound
MP:0013084	tail open abrasion
MP:0013085	tail open avulsion
MP:0013086	tail open incision
MP:0013087	tail open laceration
MP:0013088	tail open puncture
MP:0013089	tail closed contusion
MP:0013090	head or neck wound
MP:0013091	head or neck open abrasion
MP:0013092	head or neck open avulsion
MP:0013093	head or neck open incision
MP:0013094	head or neck open laceration
MP:0013095	head or neck open puncture
MP:0013096	head or neck closed contusion
MP:0013097	ear wound
MP:0013098	ear open abrasion
MP:0013099	ear open avulsion
MP:0013100	ear open incision
MP:0013101	ear open laceration
MP:0013102	ear open puncture
MP:0013103	ear closed contusion
MP:0013104	nose wound
MP:0013105	nose open abrasion
MP:0013106	nose open avulsion
MP:0013107	nose open incision
MP:0013108	nose open laceration
MP:0013109	nose open puncture
MP:0013110	nose closed contusion
MP:0013111	greasy abdomen coat
MP:0013112	greasy thorax coat
MP:0013113	greasy tail
MP:0013114	greasy head/neck
MP:0013115	focal hair loss in abdominal region
MP:0013116	focal hair loss in head/neck region
MP:0013117	focal hair loss in thorax region
MP:0013118	swellings
MP:0013119	abdomen swellings
MP:0013120	urogenital swellings
MP:0013121	testicular swellings
MP:0013122	tail swellings
MP:0013123	head/neck swellings
MP:0013124	mouth swellings
MP:0013125	thorax swellings
MP:0013126	teat swellings
MP:0013127	epistaxis
MP:0013128	nipple hemorrhage
MP:0013129	abnormal tooth color
MP:0013130	abnormal gum color
MP:0013131	pale lips
MP:0013132	pale gums
MP:0013133	pale limbs
MP:0013134	poor circulation in autopods
MP:0013135	poor circulation in tail
MP:0013136	genital discharge
MP:0013137	nipple discharge
MP:0013138	thin body
MP:0013139	moribund
MP:0013140	excessive vocalization
MP:0013141	sexually aggressive behavior
MP:0013142	anal soreness
MP:0013143	penis inflammation
MP:0013144	obsolete greasy skin
MP:0013145	eye discharge
MP:0013146	eye lesions
MP:0013147	limb paralysis
MP:0013148	mastitis
MP:0013149	macrodactyly
MP:0013150	head/neck piloerection
MP:0013151	abnormal incidence of induced tumors
MP:0013152	abnormal organ/body region tumor incidence
MP:0013153	abnormal KLRG1+ CD8 alpha beta T cell number
MP:0013154	increased KLRG1+ CD8 alpha beta T cell number
MP:0013155	decreased KLRG1+ CD8 alpha beta T cell number
MP:0013156	abnormal KLRG1+ CD4 alpha beta T cell number
MP:0013157	increased KLRG1+ CD4 alpha beta T cell number
MP:0013158	decreased KLRG1+ CD4 alpha beta T cell number
MP:0013159	Purkinje cell axonal dystrophy
MP:0013160	impaired muscle regeneration
MP:0013161	enhanced muscle regeneration
MP:0013162	abnormal thyroid gland isthmus morphology
MP:0013163	absent thyroid gland isthmus
MP:0013164	abnormal forelimb bud morphology
MP:0013165	absent forelimb buds
MP:0013166	small forelimb buds
MP:0013167	abnormal hindlimb bud morphology
MP:0013168	absent hindlimb buds
MP:0013169	small hindlimb buds
MP:0013170	eye swellings
MP:0013171	ear hemorrhage
MP:0013172	miscarriage
MP:0013173	trigeminal ganglion degeneration
MP:0013174	pharynx stenosis
MP:0013175	bifurcated tail
MP:0013176	abnormal tail position or orientation
MP:0013177	abnormal tail tip morphology
MP:0013178	tail necrosis
MP:0013179	wavy tail
MP:0013180	truncated tail bud
MP:0013181	absent placenta
MP:0013182	increased spinal cord apoptosis
MP:0013183	absent trigeminal ganglion
MP:0013184	hemorrhagic ascites
MP:0013185	absent anterior definitive endoderm
MP:0013186	abnormal basilar artery morphology
MP:0013187	dilated basilar artery
MP:0013188	abnormal gastrocnemius weight
MP:0013189	abnormal exploration in a new environment
MP:0013190	abnormal sebaceous gland number
MP:0013191	increased sebaceous gland number
MP:0013192	decreased sebaceous gland number
MP:0013193	sebaceous gland hypoplasia
MP:0013194	absent anterior primitive streak
MP:0013195	abnormal anterior primitive streak formation
MP:0013196	abnormal posterior primitive streak formation
MP:0013197	decreased embryonic cilium number
MP:0013198	absent head mesenchyme
MP:0013199	increased head mesenchyme apoptosis
MP:0013200	head mesenchyme hypoplasia
MP:0013201	head mesenchyme hyperplasia
MP:0013202	abnormal cilium morphology
MP:0013203	abnormal primary cilium morphology
MP:0013204	obsolete abnormal motile primary cilium morphology
MP:0013205	abnormal nonmotile primary cilium morphology
MP:0013206	abnormal motile cilium morphology
MP:0013207	absent endoderm
MP:0013208	abnormal cilium physiology
MP:0013209	abnormal motile cilium physiology
MP:0013210	abnormal primary cilium physiology
MP:0013211	abnormal nonmotile primary cilium physiology
MP:0013212	obsolete abnormal motile primary cilium physiology
MP:0013213	abnormal embryonic neuroepithelium primary cilium morphology
MP:0013214	decreased embryonic neuroepithelium primary cilium number
MP:0013215	abnormal haptoglobin level
MP:0013216	absent ectoderm
MP:0013217	abnormal posterior definitive endoderm morphology
MP:0013218	abnormal substantia nigra pars reticulata morphology
MP:0013219	abnormal substantia nigra pars compacta morphology
MP:0013220	increased pancreas apoptosis
MP:0013221	pancreatic acinar-to-ductal metaplasia
MP:0013222	abnormal first pharyngeal pouch morphology
MP:0013223	abnormal second pharyngeal pouch morphology
MP:0013224	absent second pharyngeal pouch
MP:0013225	abnormal third pharyngeal pouch morphology
MP:0013226	absent third pharyngeal pouch
MP:0013227	small brain ventricles
MP:0013228	brain ventricle stenosis
MP:0013229	abnormal brain ventricle size
MP:0013230	abnormal cervical sinus morphology
MP:0013231	abnormal pharyngeal groove morphology
MP:0013232	abnormal pharyngeal membrane morphology
MP:0013233	ectopic thyroid gland
MP:0013234	abnormal tongue foramen cecum morphology
MP:0013235	abnormal thyroglossal duct morphology
MP:0013236	ovary degeneration
MP:0013237	abnormal skeletal muscle regeneration
MP:0013238	abnormal cardiac muscle regeneration
MP:0013239	impaired skeletal muscle regeneration
MP:0013240	impaired cardiac muscle regeneration
MP:0013241	embryo tissue necrosis
MP:0013242	abnormal amino acid metabolism
MP:0013243	abnormal carbohydrate metabolism
MP:0013244	abnormal vitamin metabolism
MP:0013245	abnormal lipid metabolism
MP:0013246	abnormal peptide metabolism
MP:0013247	placenta necrosis
MP:0013248	placenta junctional zone necrosis
MP:0013249	adipose tissue necrosis
MP:0013250	abnormal dental pulp morphology
MP:0013251	dental pulp necrosis
MP:0013252	head mesenchyme necrosis
MP:0013253	outer ear necrosis
MP:0013254	abnormal angiotensin I-converting enzyme activity
MP:0013255	abnormal circulating thrombin level
MP:0013256	increased circulating thrombin level
MP:0013257	decreased circulating thrombin level
MP:0013258	abnormal extracellular matrix morphology
MP:0013259	abnormal dendritic cell apoptosis
MP:0013260	decreased dendritic cell apoptosis
MP:0013261	absent epiglottis
MP:0013262	abnormal mouth floor morphology
MP:0013263	abnormal tongue frenulum morphology
MP:0013264	tongue ankylosis
MP:0013265	abnormal fourth pharyngeal pouch morphology
MP:0013266	absent fourth pharynegal pouch
MP:0013267	first pharyngeal arch hypoplasia
MP:0013268	second pharyngeal arch hypoplasia
MP:0013269	third pharyngeal arch hypoplasia
MP:0013270	fourth pharyngeal arch hypoplasia
MP:0013271	sixth pharyngeal arch hypoplasia
MP:0013272	abnormal translation
MP:0013273	abnormal translational elongation
MP:0013274	abnormal vitamin or vitamin cofactor metabolism
MP:0013275	abnormal xenobiotic metabolism
MP:0013276	absent alpha-beta T cells
MP:0013277	abnormal fasting circulating glucose level
MP:0013278	decreased fasting circulating glucose level
MP:0013279	increased fasting circulating glucose level
MP:0013280	abnormal cytotoxic T cell cytolysis
MP:0013281	increased cytotoxic T cell cytolysis
MP:0013282	urinary bladder exstrophy
MP:0013283	failure of ventral body wall closure
MP:0013284	abnormal renal glomerular filtration
MP:0013285	abnormal renal filtration
MP:0013286	abnormal sperm capacitation
MP:0013287	abnormal acrosome reaction
MP:0013288	premature acrosome reaction
MP:0013289	abnormal mitotic cytokinesis
MP:0013290	persistent ultimobranchial bodies
MP:0013291	ectopic pancreas
MP:0013292	embryonic lethality prior to organogenesis
MP:0013293	embryonic lethality prior to tooth bud stage
MP:0013294	prenatal lethality prior to heart atrial septation
MP:0013295	pancreas atrophy
MP:0013296	abnormal susceptibility to induced colitis
MP:0013297	abnormal susceptibility to colitis induced morbidity/mortality
MP:0013298	increased susceptibility to colitis induced morbidity/mortality
MP:0013299	decreased susceptibility to colitis induced morbidity/mortality
MP:0013300	abnormal submandibular gland physiology
MP:0013301	abnormal pancreas iron level
MP:0013302	increased pancreas iron level
MP:0013303	decreased pancreas iron level
MP:0013304	osteophytes
MP:0013305	isosthenuria
MP:0013306	abnormal tela choroidea morphology
MP:0013307	increased adrenal gland weight
MP:0013308	decreased adrenal gland weight
MP:0013309	adrenal gland cyst
MP:0013310	abnormal adrenal gland development
MP:0013311	abnormal ovary capsule morphology
MP:0013312	absent ovary capsule
MP:0013313	female preputial gland hypoplasia
MP:0013314	abnormal eumelanosome morphology
MP:0013315	abnormal pheomelanosome morphology
MP:0013316	abnormal pheomelanosome pheomelanin content
MP:0013317	abnormal seminal vesicle development
MP:0013318	abnormal branching involved in seminal vesicle morphogenesis
MP:0013319	seminal vesicle atrophy
MP:0013320	dilated seminal vesicles
MP:0013321	squamous metaplasia of seminal vesicles
MP:0013322	squamous metaplasia of prostate gland
MP:0013323	abnormal ampullary gland morphology
MP:0013324	abnormal female reproductive gland morphology
MP:0013325	abnormal male reproductive gland morphology
MP:0013326	abnormal female reproductive gland physiology
MP:0013327	abnormal male reproductive gland physiology
MP:0013328	visceromegaly
MP:0013329	abnormal preputial gland morphology
MP:0013330	abnormal male accessory sex gland morphology
MP:0013331	abnormal lacrimal gland development
MP:0013332	peliosis
MP:0013333	pituitary gland peliosis
MP:0013334	adenohypophysis peliosis
MP:0013335	hepatic peliosis
MP:0013336	pituitary gland hypertrophy
MP:0013337	abnormal adenohypophysis development
MP:0013338	abnormal neurohypophysis development
MP:0013339	abnormal neurohypophyseal bud morphology
MP:0013340	abnormal pituicyte morphology
MP:0013341	abnormal folliculo-stellate cell morphology
MP:0013342	bifurcated Rathke's pouch
MP:0013343	abnormal pituitary gland apoptosis
MP:0013344	increased pituitary gland apoptosis
MP:0013345	decreased pituitary gland apoptosis
MP:0013346	increased melanotroph apoptosis
MP:0013347	increased corticotroph apoptosis
MP:0013348	adenohypophysis hyperplasia
MP:0013349	small Rathke's pouch
MP:0013350	Rathke's pouch hypoplasia
MP:0013351	abnormal Rathke's pouch development
MP:0013352	abnormal Rathke's pouch apoptosis
MP:0013353	Rathke cleft cyst
MP:0013354	increased Rathke pouch tumor incidence
MP:0013355	adenohypophysis hypertrophy
MP:0013356	ectopic pituitary gland
MP:0013357	ectopic adenohypophysis
MP:0013358	ectopic neurohypophysis
MP:0013359	abnormal pinealocyte morphology
MP:0013360	abnormal pineal recess morphology
MP:0013361	absent pineal recess
MP:0013362	absent pineal gland
MP:0013363	abnormal pineal gland development
MP:0013364	enlarged pineal gland
MP:0013365	increased pineal gland tumor incidence
MP:0013366	adrenal gland atrophy
MP:0013367	parotid gland inflammation
MP:0013368	abnormal sweat gland physiology
MP:0013369	abnormal sweat gland secretion
MP:0013370	anhidrosis
MP:0013371	hypohidrosis
MP:0013372	hyperhidrosis
MP:0013373	increased sebum secretion
MP:0013374	increased sebaceous gland tumor incidence
MP:0013375	abnormal sebocyte morphology
MP:0013376	abnormal sebocyte differentiation
MP:0013377	abnormal sebocyte number
MP:0013378	increased sebocyte number
MP:0013379	decreased sebocyte cell number
MP:0013380	absent sebocyte
MP:0013381	abnormal perianal sebaceous gland morphology
MP:0013382	small perianal sebaceous gland
MP:0013383	increased sebaceous gland adenoma incidence
MP:0013384	abnormal Zymbal's gland morphology
MP:0013385	abnormal Meibomian gland development
MP:0013386	enlarged Meibomian gland
MP:0013387	Meibomian gland hypertrophy
MP:0013388	small Meibomian gland
MP:0013389	Meibomian gland hypoplasia
MP:0013390	Meibomian gland cyst
MP:0013391	abnormal Meibomian gland physiology
MP:0013392	Meibomian gland inflammation
MP:0013393	symblepharon
MP:0013394	abnormal palpebral conjunctiva morphology
MP:0013395	eyelid hypoplasia
MP:0013396	eyelid hyperplasia
MP:0013397	abnormal Zeis gland morphology
MP:0013398	uterus fibrosis
MP:0013399	endometrium fibrosis
MP:0013400	abnormal endometrial gland development
MP:0013401	increased endometrial gland number
MP:0013402	abnormal bulbar conjunctiva morphology
MP:0013403	abnormal circulating lactate level
MP:0013404	decreased circulating lactate level
MP:0013405	increased circulating lactate level
MP:0013406	abnormal epidermal immune compartment
MP:0013407	abnormal dendritic epidermal T cell morphology
MP:0013408	abnormal dendritic epidermal T cell number
MP:0013409	increased dendritic epidermal T cell number
MP:0013410	decreased dendritic epidermal T cell number
MP:0013411	abnormal Langerhans cell number
MP:0013412	increased Langerhans cell number
MP:0013413	abnormal myeloid cell number in bone marrow
MP:0013414	decreased myeloid cell number in bone marrow
MP:0013415	increased myeloid cell number in bone marrow
MP:0013416	abnormal memory-marker gamma-delta T cell number
MP:0013417	decreased memory-marker gamma-delta T cell number
MP:0013418	increased memory-marker gamma-delta T cell number
MP:0013419	abnormal CD5-positive gamma-delta T cell number
MP:0013420	decreased CD5-positive gamma-delta T cell number
MP:0013421	increased CD5-positive gamma-delta T cell number
MP:0013422	abnormal KLRG1-positive gamma-delta T cell number
MP:0013423	decreased KLRG1-positive gamma-delta T cell number
MP:0013424	increased KLRG1-positive gamma-delta T cell number
MP:0013425	abnormal memory-marker NK cell number
MP:0013426	decreased memory-marker NK cell number
MP:0013427	increased memory-marker NK cell number
MP:0013428	abnormal memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number
MP:0013429	decreased memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number
MP:0013430	increased memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number
MP:0013431	abnormal KLRG1-positive CD4-positive, CD25-positive, alpha-beta regulatory T cell number
MP:0013432	decreased KLRG1-positive CD4-positive, CD25-positive, alpha-beta regulatory T cell number
MP:0013433	increased KLRG1-positive CD4-positive, CD25-positive, alpha-beta regulatory T cell number
MP:0013434	abnormal CD8-positive, naive alpha-beta T cell number
MP:0013435	decreased CD8-positive, naive alpha-beta T cell number
MP:0013436	increased CD8-positive, naive alpha-beta T cell number
MP:0013437	decreased phytosterol level
MP:0013438	dysmyelination
MP:0013439	abnormal Harderian gland development
MP:0013440	abnormal exorbital lacrimal gland morphology
MP:0013441	abnormal intraorbital lacrimal gland morphology
MP:0013442	abnormal Harderian gland size
MP:0013443	Harderian gland hyperplasia
MP:0013444	Harderian gland hypoplasia
MP:0013445	Harderian gland atrophy
MP:0013446	enlarged Harderian gland
MP:0013447	Harderian gland hypertrophy
MP:0013448	small Harderian gland
MP:0013449	abnormal lacrimal lake morphology
MP:0013450	abnormal lacrimal apparatus physiology
MP:0013451	nasolacrimal duct obstruction
MP:0013452	increased lacrimal gland apoptosis
MP:0013453	enlarged lacrimal gland
MP:0013454	lacrimal gland hypertrophy
MP:0013455	lacrimal gland atrophy
MP:0013456	abnormal eccrine gland number
MP:0013457	increased eccrine gland number
MP:0013458	decreased eccrine gland number
MP:0013459	perioral dermatitis
MP:0013460	periocular dermatitis
MP:0013461	abnormal conjunctiva fornix morphology
MP:0013462	abnormal conjunctiva goblet cell number
MP:0013463	increased conjunctiva goblet cell number
MP:0013464	decreased conjunctiva goblet cell number
MP:0013465	abnormal conjunctiva goblet cell differentiation
MP:0013466	keratoconjunctivitis sicca
MP:0013467	diaphragmitis
MP:0013468	chromodacryorrhea
MP:0013469	abnormal lacrimal gland bud morphology
MP:0013470	absent lacrimal gland bud
MP:0013471	small lacrimal gland bud
MP:0013472	abnormal lacrimal gland bud elongation
MP:0013473	ectopic lacrimal gland bud
MP:0013474	abnormal lacrimal gland branching morphogenesis
MP:0013475	delayed reproductive senescence
MP:0013476	abnormal Harderian gland porphyrin secretion
MP:0013477	abnormal cornea limbus morphology
MP:0013478	corneal limbitis
MP:0013479	scleritis
MP:0013480	cyclitis
MP:0013481	abnormal ileum crypts of Lieberkuhn morphology
MP:0013482	abnormal duodenum crypts of Lieberkuhn morphology
MP:0013483	abnormal jejunum crypts of Lieberkuhn morphology
MP:0013484	abnormal Paneth cell number
MP:0013485	increased Paneth cell number
MP:0013486	decreased Paneth cell number
MP:0013487	abnormal Paneth cell physiology
MP:0013488	increased keratoacanthoma incidence
MP:0013489	abnormal infundibular recess of third ventricle morphology
MP:0013490	absent infundibular recess of third ventricle
MP:0013491	abnormal Herring body morphology
MP:0013492	oral erythroplakia
MP:0013493	abnormal trachea submucosa morphology
MP:0013494	abnormal trachea gland morphology
MP:0013495	decreased trachea gland number
MP:0013496	abnormal trachea development
MP:0013497	trachea occlusion
MP:0013498	trachea inflammation
MP:0013499	trachea fibrosis
MP:0013500	abnormal fibroblast apoptosis
MP:0013501	increased fibroblast apoptosis
MP:0013502	decreased fibroblast apoptosis
MP:0013503	abnormal embryonic tissue cell apoptosis
MP:0013504	increased embryonic tissue cell apoptosis
MP:0013505	decreased embryonic tissue cell apoptosis
MP:0013506	abnormal ovary apoptosis
MP:0013507	increased ovary apoptosis
MP:0013508	increased granulosa cell apoptosis
MP:0013509	abnormal CD4-negative NK T cell number
MP:0013510	decreased CD4-negative NK T cell number
MP:0013511	increased CD4-negative NK T cell number
MP:0013512	abnormal memory-marker CD4-negative NK T cell number
MP:0013513	decreased memory-marker CD4-negative NK T cell number
MP:0013514	increased memory-marker CD4-negative NK T cell number
MP:0013515	abnormal KLRG1-positive CD4-negative NK T cell number
MP:0013516	decreased KLRG1-positive CD4-negative NK T cell number
MP:0013517	increased KLRG1-positive CD4-negative NK T cell number
MP:0013518	abnormal CD4-positive NK T cell number
MP:0013519	decreased CD4-positive NK T cell number
MP:0013520	increased CD4-positive NK T cell number
MP:0013521	abnormal memory-marker CD4-positive NK T cell number
MP:0013522	decreased memory-marker CD4-positive NK T cell number
MP:0013523	increased memory-marker CD4-positive NK T cell number
MP:0013524	abnormal KLRG1-positive CD4-positive NK T cell number
MP:0013525	decreased KLRG1-positive CD4-positive NK T cell number
MP:0013526	increased KLRG1-positive CD4-positive NK T cell number
MP:0013527	absent conjunctiva goblet cells
MP:0013528	thyroid gland cyst
MP:0013529	decreased nipple number
MP:0013530	abnormal periderm morphology
MP:0013531	abnormal periderm development
MP:0013532	abnormal parotid gland physiology
MP:0013533	sublingual gland inflammation
MP:0013534	abnormal major salivary gland physiology
MP:0013535	abnormal minor salivary gland physiology
MP:0013536	abnormal sublingual gland physiology
MP:0013537	increased salivary gland adenoma incidence
MP:0013538	increased Harderian gland adenoma incidence
MP:0013539	increased ovary adenoma incidence
MP:0013540	increased submandibular gland apoptosis
MP:0013541	abnormal submandibular gland development
MP:0013542	abnormal submandibular gland branching morphogenesis
MP:0013543	abnormal holocrine gland morphology
MP:0013544	abnormal merocrine gland morphology
MP:0013545	cleft hard palate
MP:0013546	cleft soft palate
MP:0013547	submucous cleft soft palate
MP:0013548	submucous cleft hard palate
MP:0013549	abnormal primary palate morphology
MP:0013550	abnormal secondary palate morphology
MP:0013551	decreased cerebellar granule cell precursor proliferation
MP:0013552	increased cerebellar granule cell precursor proliferation
MP:0013553	increased macrophage proliferation
MP:0013554	abnormal apocrine gland morphology
MP:0013555	abnormal apocrine gland physiology
MP:0013556	abnormal holocrine gland physiology
MP:0013557	abnormal merocrine gland physiology
MP:0013558	abnormal exocrine gland morphology
MP:0013559	abnormal exocrine gland physiology
MP:0013560	abnormal endocrine gland morphology
MP:0013561	abnormal endocrine gland physiology
MP:0013562	abnormal circumventricular organ morphology
MP:0013563	abnormal secretory circumventricular organ morphology
MP:0013564	abnormal sensory circumventricular organ morphology
MP:0013565	abnormal adrenal gland capsule morphology
MP:0013566	dilated gastric glands
MP:0013567	gastric gland atrophy
MP:0013568	gastric gland degeneration
MP:0013569	gastric gland hyperplasia
MP:0013570	abnormal neuroendocrine gland physiology
MP:0013571	abnormal parathyroid gland capsule morphology
MP:0013572	abnormal parathyroid gland chief cell morphology
MP:0013573	abnormal parathyroid gland development
MP:0013574	ectopic parathyroid gland
MP:0013575	abnormal forestomach-glandular stomach junction morphology
MP:0013576	small forestomach
MP:0013577	forestomach hypoplasia
MP:0013578	abnormal stomach glandular region morphology
MP:0013579	increased adrenal gland apoptosis
MP:0013580	abnormal nasal gland morphology
MP:0013581	nasal gland degeneration
MP:0013582	abnormal lateral nasal gland morphology
MP:0013583	salivary gland degeneration
MP:0013584	pancreas degeneration
MP:0013585	thymus cortex atrophy
MP:0013586	thymus medulla atrophy
MP:0013587	absent thymus medulla
MP:0013588	small thymus medulla
MP:0013589	thymus medulla hypoplasia
MP:0013590	enlarged thymus medulla
MP:0013591	thymus medulla hyperplasia
MP:0013592	small thymus cortex
MP:0013593	enlarged thymus cortex
MP:0013594	abnormal parotid gland acinus morphology
MP:0013595	absent vomeronasal organ
MP:0013596	abnormal vomeronasal organ physiology
MP:0013597	small vomeronasal organ
MP:0013598	Leydig cell hypertrophy
MP:0013599	Leydig cell atrophy
MP:0013600	testis degeneration
MP:0013601	increased testis apoptosis
MP:0013602	abnormal Leydig cell differentiation
MP:0013603	abnormal fetal Leydig cell differentiation
MP:0013604	abnormal adult Leydig cell differentiation
MP:0013605	abnormal ovarian bursa morphology
MP:0013606	abnormal ovarian fossa morphology
MP:0013607	ovary fibrosis
MP:0013608	abnormal ovarian cortex morphology
MP:0013609	abnormal ovarian medulla morphology
MP:0013610	abnormal rete ovarii morphology
MP:0013611	abnormal bile duct epithelium morphology
MP:0013612	enlarged caudal vertebrae
MP:0013613	abnormal volumetric bone mineral density
MP:0013614	abnormal areal bone mineral density
MP:0013615	increased volumetric bone mineral density
MP:0013616	decreased volumetric bone mineral density
MP:0013617	increased areal bone mineral density
MP:0013618	decreased areal bone mineral density
MP:0013619	abnormal long bone internal diameter
MP:0013620	increased internal diameter of femur
MP:0013621	decreased internal diameter of femur
MP:0013622	abnormal femur compact bone thickness
MP:0013623	increased femur compact bone thickness
MP:0013624	decreased femur compact bone thickness
MP:0013625	increased femur yield load
MP:0013626	decreased femur yield load
MP:0013627	increased vertebra yield load
MP:0013628	decreased vertebra yield load
MP:0013629	abnormal bone trabecular spacing
MP:0013630	increased bone trabecular spacing
MP:0013631	decreased bone trabecular spacing
MP:0013632	increased femur maximal load
MP:0013633	decreased femur maximal load
MP:0013634	increased femur fracture load
MP:0013635	decreased femur fracture load
MP:0013636	abnormal bone stiffness
MP:0013637	increased femur stiffness
MP:0013638	decreased femur stiffness
MP:0013639	decreased bone stiffness
MP:0013640	increased bone stiffness
MP:0013641	increased vertebra stiffness
MP:0013642	decreased vertebra stiffness
MP:0013643	decreased vertebra maximal load
MP:0013644	increased vertebra maximal load
MP:0013645	increased energy dissipated prior to femur fracture
MP:0013646	decreased energy dissipated prior to femur fracture
MP:0013647	abnormal CD11b-high dendritic cell number
MP:0013648	increased CD11b-high dendritic cell number
MP:0013649	decreased CD11b-high dendritic cell number
MP:0013650	abnormal CD11b-low dendritic cell number
MP:0013651	increased CD11b-low dendritic cell number
MP:0013652	decreased CD11b-low dendritic cell number
MP:0013653	abnormal CD103-positive CD11b-low dendritic cell number
MP:0013654	increased CD103-positive CD11b-low dendritic cell number
MP:0013655	decreased CD103-positive CD11b-low dendritic cell number
MP:0013656	abnormal hematopoietic cell morphology
MP:0013657	abnormal blood cell morphology
MP:0013658	abnormal myeloid cell morphology
MP:0013659	abnormal erythroid lineage cell morphology
MP:0013660	abnormal bone marrow hematopoietic cell morphology
MP:0013661	abnormal myeloid cell number
MP:0013662	decreased myeloid cell number
MP:0013663	increased myeloid cell number
MP:0013664	abnormal immature B cell number
MP:0013665	abnormal immature NK cell number
MP:0013666	decreased immature NK cell number
MP:0013667	increased immature NK cell number
MP:0013668	abnormal Ly6C-positive immature NK cell number
MP:0013669	decreased Ly6C-positive immature NK cell number
MP:0013670	increased Ly6C-positive immature NK cell number
MP:0013671	abnormal mature NK cell number
MP:0013672	decreased mature NK cell number
MP:0013673	increased mature NK cell number
MP:0013674	abnormal Ly6C-positive mature NK cell number
MP:0013675	decreased Ly6C-positive mature NK cell number
MP:0013676	increased Ly6C-positive mature NK cell number
MP:0013677	abnormal Ly6C-positive NK T cell number
MP:0013678	decreased Ly6C-positive NK T cell number
MP:0013679	increased Ly6C-positive NK T cell number
MP:0013680	abnormal germinal center B cell number
MP:0013681	abnormal early germinal center B cell number
MP:0013682	abnormal late germinal center B cell number
MP:0013683	decreased early germinal center B cell number
MP:0013684	increased early germinal center B cell number
MP:0013685	decreased late germinal center B cell number
MP:0013686	increased late germinal center B cell number
MP:0013687	abnormal CD5-positive T cell number
MP:0013688	decreased CD5-positive T cell number
MP:0013689	increased CD5-positive T cell number
MP:0013690	abnormal CD5-positive Ly6C-positive T cell number
MP:0013691	decreased CD5-positive Ly6C-positive T cell number
MP:0013692	increased CD5-positive Ly6C-positive T cell number
MP:0013693	abnormal hemopoiesis
MP:0013694	abnormal granulocyte monocyte progenitor cell morphology
MP:0013695	abnormal granulocyte monocyte progenitor cell number
MP:0013696	increased granulocyte monocyte progenitor cell number
MP:0013697	decreased granulocyte monocyte progenitor cell number
MP:0013698	absent granulocyte monocyte progenitor cells
MP:0013699	abnormal immature NK cell morphology
MP:0013700	abnormal mature NK cell morphology
MP:0013701	abnormal mature B cell number
MP:0013702	abnormal megakaryocyte-erythroid progenitor cell morphology
MP:0013703	abnormal megakaryocyte-erythroid progenitor cell number
MP:0013704	increased megakaryocyte-erythroid progenitor cell number
MP:0013705	decreased megakaryocyte-erythroid progenitor cell number
MP:0013706	absent megakaryocyte-erythroid progenitor cells
MP:0013707	abnormal hematopoietic precursor cell morphology
MP:0013708	abnormal hematopoietic precursor cell number
MP:0013709	abnormal cervical mammary gland morphology
MP:0013710	abnormal abdominal mammary gland morphology
MP:0013711	abnormal inguinal mammary gland morphology
MP:0013712	abnormal thoracic mammary gland morphology
MP:0013713	decreased nipple size
MP:0013714	abnormal mammary gland number
MP:0013715	decreased mammary gland number
MP:0013716	hypolactation
MP:0013717	hyperlactation
MP:0013718	galactostasis
MP:0013719	pale mammary gland
MP:0013720	abnormal mammary line morphology
MP:0013721	abnormal mammary placode morphology
MP:0013722	abnormal circulating tyrosine level
MP:0013723	increased circulating tyrosine level
MP:0013724	decreased circulating tyrosine level
MP:0013725	abnormal mammary gland cord morphology
MP:0013726	abnormal mammary gland cord formation
MP:0013727	abnormal nipple sheath morphology
MP:0013728	abnormal nipple sheath formation
MP:0013729	absent nipple sheath
MP:0013730	glutathionuria
MP:0013731	immature cataract
MP:0013732	mature cataract
MP:0013733	squamous metaplasia of bulbourethral gland
