# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-6863
# Timestamp: Tue, 07-Jun-2022 23:32:23
Gene ID	Gene Name	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable' .foldChange	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable'.pValue
ENSG00000258944	ENSG00000258944					0.3	0.929412971189339	0.3	0.877445794814971		
ENSG00000258949	ENSG00000258949					0.1	0.970589092959933	-0.2	0.940239279691864		
ENSG00000258951	KRT18P7					0.2	0.938551128628133	0.2	0.917386579465767	0.1	0.890089816424672
ENSG00000258954	ENSG00000258954					0.3	0.955995905639598				
ENSG00000258957	ENSG00000258957					-0.1	0.978008271596833	0.3	0.901900456289767		
ENSG00000258966	GTF3AP2					-0.3	0.946731972826535				
ENSG00000258968	ENSG00000258968	-0.3	0.999985931919634			-0.1	0.986163753817535	-0.1	0.969003351291364	-0.3	0.774309320268269
ENSG00000258972	NDUFB8P1					-0.2	0.965036896640956				
ENSG00000258975	ENSG00000258975	-0.4	0.999985931919634			-0.2	0.963759992623737				
ENSG00000258983	ENSG00000258983	0.2	0.999985931919634			0.1	0.977362632829073	-0.1	0.952470324175476	0.2	0.817362380596366
ENSG00000258987	ENSG00000258987					0.9	0.711021065766274				
ENSG00000259013	ENSG00000259013					-0.2	0.966711853183692				
ENSG00000259020	ENSG00000259020					-0.4	0.919664918578812				
ENSG00000259022	DNAJC8P1					-0.1	0.970589092959933	0.3	0.891399745745728		
ENSG00000259030	FPGT-TNNI3K	0.2	0.999985931919634			0.6	0.834522151789032	-0.1	0.961353487070693	0.3	0.751592060875965
ENSG00000259032	ENSAP2	0.2	0.999985931919634	-0.8	0.20162424659821	-0.1	0.984028737368084	-0.4	0.759319168990648	-0.2	0.762366610072859
ENSG00000259038	ENSG00000259038	0.4	0.999985931919634			-0.2	0.965036896640956	0.5	0.769982350026832		
ENSG00000259065	ENSG00000259065	-0.1	0.999985931919634	-0.6	0.368168120691952	-0.1	0.983182299243902	-0.3	0.888452273955261	-0.4	0.698057129950945
ENSG00000259070	LINC00639	0.6	0.841866651356292			0.3	0.935674515384156	0.6	0.699995100886618	0.4	0.695384646243737
ENSG00000259073	FOXN3-AS2	-0.2	0.999985931919634	0.5	0.399560165000531	0.2	0.946500148760769	0.2	0.916813477813289	0.1	0.95307532237658
ENSG00000259075	POC1B-GALNT4					-0.4	0.88564477395451	0.1	0.987427529582046		
ENSG00000259078	PTBP1P	-0.2	0.999985931919634			-0.2	0.958197125447237	0.2	0.940062523509502		
ENSG00000259079	ENSG00000259079	0.1	0.999985931919634					0.2	0.914618201276936	0.2	0.85085923924764
ENSG00000259081	ENSG00000259081					-0.3	0.929044254329603	0.2	0.913217678419577		
ENSG00000259083	ENSG00000259083	0.3	0.999985931919634			0.1	0.988814821818001	0.2	0.920732807601431		
ENSG00000259086	KIAA1143P1	0.1	0.999985931919634			-0.1	0.983383072526479	-0.1	0.950794382677817		
ENSG00000259088	ENSG00000259088	-0.3	0.999985931919634					-0.2	0.909987417463031	-0.2	0.873395511097288
ENSG00000259090	SEPTIN7P1					0.1	0.977362632829073				
ENSG00000259091	LINC00517	-0.1	0.999985931919634			-0.3	0.938551128628133	-0.1	0.9679165220508	0.3	0.754357967675698
ENSG00000259094	ENSG00000259094	-0.2	0.999985931919634			-0.2	0.961979133300388	-0.5	0.799309116432564	-0.3	0.744625386402271
ENSG00000259096	SHLD2P2	-0.1	0.999985931919634					0.2	0.942936855663481	0.3	0.810008233116172
ENSG00000259098	ENSG00000259098							-0.2	0.941382138395579		
ENSG00000259100	COILP1			0.3	0.682221593140844	-0.1	0.988680569518034	0.2	0.949806053387616		
ENSG00000259103	ENSG00000259103	0.1	0.999985931919634			0.4	0.892620531092889	0.1	0.971612050038669		
ENSG00000259108	LINC01595	1.3	0.0534543311886051	-1.1	0.175092979908054	-2.1	0.0228370217119954	-0.1	0.980375253870627	0.7	0.376413200022755
ENSG00000259116	ENSG00000259116	-0.3	0.999985931919634			0.2	0.943200718146659	0.1	0.986380916056695	-0.2	0.8784146099512
ENSG00000259118	ENSG00000259118			0.1	0.874570389534083			0.5	0.778671115935467		
ENSG00000259120	SMIM6	-0.1	0.999985931919634					-0.2	0.930458573118752	-0.2	0.774736193824784
ENSG00000259121	ENSG00000259121					0.6	0.845925946908575	0.1	0.959975368205682		
ENSG00000259124	ENSG00000259124					0.3	0.929044254329603				
ENSG00000259125	LRP1-AS	0.3	0.999985931919634					0.5	0.727136856066633	-0.3	0.817222590468839
ENSG00000259134	LINC00924	0.3	0.999985931919634			0.1	0.972029486784093	0.7	0.43928228637393	0.1	0.913411695785779
ENSG00000259144	RANBP20P					-0.1	0.979651067592578	-0.1	0.967926482148725		
ENSG00000259146	ENSG00000259146	0.2	0.999985931919634			-0.3	0.901459940478543	0.2	0.938402907573159		
ENSG00000259151	CAP2P1			0.8	0.296400320578511	0.4	0.857684889801224			0.1	0.969647084337987
ENSG00000259158	ADAM20P1	0.2	0.999985931919634	0.7	0.281007052703427	0.5	0.741369707257605	0.1	0.984856808660586	-0.1	0.924618310905238
ENSG00000259161	NPM1P20	0.5	0.986070929642372			0.5	0.851594395253007	-0.1	0.968875061844968	-0.1	0.961823153436938
ENSG00000259163	ENSG00000259163	0.1	0.999985931919634			0.2	0.949573054398049	0.1	0.969280166439231		
ENSG00000259165	DDX18P1	-0.1	0.999985931919634	0.5	0.459788109380221	0.2	0.934911119311627	0.2	0.918733459521722		
ENSG00000259167	NMNAT1P1	-0.1	0.999985931919634	0.2	0.844817513094465	-0.5	0.6690874653542	0.1	0.967653240080179	-0.2	0.814570297157408
ENSG00000259172	ENSG00000259172	0.1	0.999985931919634							-0.1	0.911349425431059
ENSG00000259177	ENSG00000259177					0.7	0.804710067764335	0.3	0.873154852909455		
ENSG00000259188	ENSG00000259188	-0.2	0.999985931919634			0.1	0.975459644410348			-0.1	0.926796123719558
ENSG00000259192	ENSG00000259192					0.4	0.923713870490765	0.2	0.936068057154953		
ENSG00000259196	HMBOX1-IT1							0.1	0.955746537614426		
ENSG00000259201	ENSG00000259201					0.5	0.867229887810595				
ENSG00000259202	ENSG00000259202	-0.6	0.842287927250084					0.5	0.795287670988064	-0.5	0.614629164828401
ENSG00000259203	ENSG00000259203	-0.1	0.999985931919634	-0.4	0.418535306389506	-0.3	0.910514156976988	0.1	0.92803387990439	-0.2	0.707792312768149
ENSG00000259205	PRKXP1					0.7	0.804710067764335	0.7	0.529611853801079		
ENSG00000259207	ITGB3	0.4	0.999985931919634	-0.4	0.516291056536685	0.4	0.826430757338258	0.2	0.877007117292577	-0.3	0.647042114555102
ENSG00000259209	ENSG00000259209	-0.2	0.999985931919634			0.3	0.92302292025491	0.4	0.861220853312384	-0.1	0.928712331002385
ENSG00000259212	ENSG00000259212	0.4	0.999985931919634			0.3	0.901459940478543	0.3	0.888692378878525		
ENSG00000259216	ENSG00000259216	0.1	0.999985931919634			0.3	0.907743230087204	0.2	0.949195185643444	0.1	0.917876033182005
ENSG00000259219	ENSG00000259219					0.6	0.804710067764335			-0.1	0.941524077825034
ENSG00000259224	SLC35G6	-0.3	0.999985931919634			0.3	0.911875219327282	-0.4	0.852527600651626	-0.4	0.729324893285721
ENSG00000259228	HNRNPA1P62	-0.3	0.999985931919634	0.2	0.817946293845971	-0.2	0.956663070561996	-0.2	0.936668010460829		
ENSG00000259232	ENSG00000259232					-0.5	0.851252794049765	-0.1	0.979612920690987		
ENSG00000259237	LINC02490					-0.6	0.821944668011945	0.4	0.840466598107023		
ENSG00000259238	ENSG00000259238	0.4	0.999985931919634			-0.3	0.92951228656198	0.2	0.932069622835828		
ENSG00000259246	HMGN2P47					-0.1	0.990645949590272				
ENSG00000259248	USP3-AS1	-0.2	0.999985931919634	0.8	0.201243886190214	0.1	0.98552016352893	0.2	0.913906412253454	0.1	0.930079362893859
ENSG00000259250	ENSG00000259250	0.2	0.999985931919634			0.1	0.984763448623669	0.4	0.855446030324375	0.3	0.800009322484663
ENSG00000259257	ENSG00000259257	-0.1	0.999985931919634			-0.2	0.956663070561996	-0.1	0.984767547144697	-0.2	0.828965580893685
ENSG00000259258	ENSG00000259258					0.5	0.890169988313418				
ENSG00000259274	ENSG00000259274	-0.2	0.999985931919634			-0.1	0.990645949590272	0.1	0.969280166439231		
ENSG00000259275	ENSG00000259275	0.1	0.999985931919634	0.8	0.22432706659543	0.7	0.581434907192622	0.5	0.727147040298151	0.3	0.74082391704119
ENSG00000259276	ENSG00000259276	0.1	0.999985931919634					0.1	0.949806053387616	0.1	0.953529181866576
ENSG00000259287	ENSG00000259287	-0.1	0.999985931919634			-0.1	0.988067663289411	-0.1	0.958277785055222	0.2	0.876523248982445
ENSG00000259291	ZNF710-AS1	0.3	0.999985931919634	0.4	0.492367049656255	0.2	0.938551128628133	0.1	0.927314169823593	-0.4	0.578161603671348
ENSG00000259293	LIPC-AS1	-0.3	0.999985931919634	0.9	0.148486772191498			-0.1	0.9721661586396	-0.4	0.713015533120346
ENSG00000259294	ENSG00000259294	-0.1	0.999985931919634					0.1	0.962004496678581	-0.3	0.734986228065367
ENSG00000259295	CSPG4P12					1.0	0.658477712965177				
ENSG00000259298	ENSG00000259298									0.1	0.963082929617101
ENSG00000259305	ZHX1-C8orf76					-0.3	0.934911119311627				
ENSG00000259308	FABP5P8					0.2	0.955098234054372				
ENSG00000259314	ENSG00000259314					0.7	0.805556734562875	0.1	0.980668356517847	-0.1	0.969289944362677
ENSG00000259315	ACTG1P17	0.2	0.999985931919634			0.3	0.945065740179399	0.4	0.82911181813266		
ENSG00000259316	ENSG00000259316					1.0	0.509752839886967				
ENSG00000259318	HMGN1P1	0.3	0.999985931919634					0.2	0.948452879384468		
ENSG00000259319	ENSG00000259319	-0.1	0.999985931919634			0.2	0.929044254329603	0.1	0.970269744421591	0.1	0.876523248982445
ENSG00000259321	ENSG00000259321	-0.4	0.999985931919634			-0.2	0.964564991758934	0.1	0.962067354494854		
ENSG00000259322	ENSG00000259322					-0.2	0.967824130213871				
ENSG00000259326	ENSG00000259326	-0.1	0.999985931919634	0.9	0.197280518755065	-0.2	0.945065740179399	0.4	0.847209086201996	0.3	0.776379674682728
ENSG00000259330	INAFM2			-0.4	0.351981348803232	-0.1	0.967824130213871	-0.3	0.853268069645562	-0.1	0.863284400977661
ENSG00000259334	LINC00596	-0.3	0.999985931919634			0.4	0.912858690573306			-0.4	0.725506535738547
ENSG00000259335	HNRNPMP1					-0.1	0.963726211709612			-0.3	0.765710255871397
ENSG00000259336	ENSG00000259336					0.6	0.732666617149456	0.1	0.967485961954043		
ENSG00000259343	TMC3-AS1	-0.2	0.999985931919634	0.4	0.548238827195057	-0.4	0.885271165275003			-0.3	0.744293475202529
ENSG00000259345	ENSG00000259345	0.4	0.999985931919634	0.2	0.775066835717375	0.3	0.946731972826535	0.6	0.705112916713345	1.1	0.0292251708397852
ENSG00000259347	ENSG00000259347	-0.3	0.999985931919634	-0.1	0.711707130326079	-0.2	0.955098234054372	-0.3	0.667076509012132	-0.1	0.844256838028664
ENSG00000259349	ENSG00000259349					-0.1	0.981976085464				
ENSG00000259351	ENSG00000259351					0.9	0.701877605734854				
ENSG00000259353	ENSG00000259353					0.5	0.902089969845054				
ENSG00000259354	ENSG00000259354					0.5	0.885454251550946				
ENSG00000259356	ENSG00000259356					-0.4	0.904315417722808	-0.1	0.976846115412055		
ENSG00000259358	DEPDC1P1					0.2	0.969392233474908				
ENSG00000259359	ENSG00000259359	-0.2	0.999985931919634	0.2	0.788918724402569	-0.3	0.870548950594094	-0.5	0.701378753845562	0.2	0.814378062319729
ENSG00000259362	ENSG00000259362					0.2	0.970365363074499				
ENSG00000259363	ENSG00000259363					0.6	0.804206773723116	0.3	0.89214033674537		
ENSG00000259364	ENSG00000259364							-0.2	0.938402907573159		
ENSG00000259366	ENSG00000259366	-0.3	0.999703836612836					0.2	0.913217678419577	-0.2	0.7342258781493
ENSG00000259367	ENSG00000259367	-0.3	0.999985931919634			0.3	0.929044254329603	-0.3	0.906327504882773	-0.2	0.865692199485196
ENSG00000259370	ENSG00000259370	-0.4	0.999985931919634	-0.1	0.840181504748129	0.1	0.958212429203366	-0.2	0.904074604239422		
ENSG00000259378	DCAF13P3	0.2	0.999985931919634			0.5	0.846731762914285	0.4	0.811081426672619	-0.2	0.857581503682852
ENSG00000259379	MTND5P32	-0.7	0.694868571688907	1.1	0.163146405314138	0.2	0.956430292754212	0.3	0.886332958780739	-0.2	0.880060545605229
ENSG00000259381	ENSG00000259381	-0.3	0.999985931919634			0.1	0.977362632829073	0.3	0.862310857554809	0.2	0.879834290140548
ENSG00000259398	ENSG00000259398					0.3	0.952310796383059			-0.3	0.741168059022583
ENSG00000259402	ENSG00000259402					0.5	0.851594395253007				
ENSG00000259407	ENSG00000259407	-0.1	0.999985931919634			0.4	0.867459766966156	-0.1	0.970701240804127	0.1	0.953805323187697
ENSG00000259408	ENSG00000259408					0.6	0.832400375465316				
ENSG00000259415	ENSG00000259415	-0.2	0.999985931919634					0.5	0.721265344440431	-0.3	0.811495343351155
ENSG00000259416	LINC02883	0.3	0.999985931919634			0.4	0.898476048016577	0.2	0.910972289690773	-0.4	0.704958060394135
ENSG00000259417	CTXND1	-0.3	0.999985931919634	-0.4	0.505237158863905	-0.4	0.862608196020328	0.1	0.949806053387616	-0.5	0.434209734759491
ENSG00000259418	ENSG00000259418	-0.3	0.999985931919634			-0.3	0.929044254329603			-0.6	0.461563728214943
ENSG00000259420	ENSG00000259420					0.6	0.822765424398688	0.2	0.948452879384468		
ENSG00000259429	UBE2Q2P2	0.1	0.999985931919634	0.1	0.865070042350901	0.5	0.830854170058077	0.1	0.978578298964639	0.2	0.855124818458609
ENSG00000259431	THTPA	0.1	0.999985931919634	-0.2	0.732889822532397	0.1	0.937017606010719	-0.1	0.951337692941039	-0.2	0.754357967675698
ENSG00000259433	ENSG00000259433			-0.3	0.757346224230317	-0.3	0.914621932828302	-0.2	0.941185507382282	-0.5	0.658327147154367
ENSG00000259434	ENSG00000259434					-0.2	0.955098234054372				
ENSG00000259440	NPM1P43					0.4	0.909319761287457				
ENSG00000259442	ENSG00000259442	-0.4	0.999703836612836			0.2	0.930299948276184	0.1	0.971970239917247	-0.4	0.644692872003149
ENSG00000259444	ENSG00000259444			-0.3	0.57711354097669	-0.3	0.935084255197973	0.1	0.94282553859524	-0.4	0.645145644656089
ENSG00000259447	ENSG00000259447					0.7	0.855552006554935				
ENSG00000259448	LINC02352					-0.2	0.943200718146659	0.2	0.909642640353199	-0.2	0.840526731615237
ENSG00000259453	ENSG00000259453	0.2	0.999985931919634			0.2	0.929044254329603	0.2	0.944406459555822		
ENSG00000259456	ADNP-AS1							0.1	0.971125447166995		
ENSG00000259457	ENSG00000259457	-0.2	0.999985931919634			-0.1	0.988814821818001	-0.6	0.648934681029651	-0.1	0.948560593609168
ENSG00000259463	ENSG00000259463					0.4	0.886725170908881				
ENSG00000259467	NDUFAF4P1					-0.1	0.988814821818001				
ENSG00000259474	ENSG00000259474					0.5	0.860664033569786	-0.1	0.979457621490969		
ENSG00000259476	ENSG00000259476	-0.4	0.999985931919634			0.1	0.977362632829073	0.2	0.939801682933996	-0.6	0.532996216880166
ENSG00000259478	ENSG00000259478	-0.3	0.999985931919634			-0.5	0.897732814153826			0.7	0.429696115028817
ENSG00000259479	SORD2P	0.1	0.999985931919634	-0.4	0.50852695317626	-0.7	0.639624973274501			-0.2	0.787530308452649
ENSG00000259481	ENSG00000259481			0.2	0.832101969145202	0.1	0.975459644410348	0.1	0.954326823057093	0.1	0.971099895651771
ENSG00000259482	RORA-AS2					0.6	0.836706197779813	-0.1	0.965856564575		
ENSG00000259488	ENSG00000259488							0.1	0.940062523509502	-0.2	0.880909278818042
ENSG00000259494	MRPL46			0.4	0.292254606984041	-0.3	0.711169684560261	-0.1	0.969280166439231	-0.1	0.870337977858723
ENSG00000259495	ENSG00000259495	0.1	0.999985931919634			0.7	0.827609928737935	0.5	0.701736926574128		
ENSG00000259498	TPM1-AS	0.4	0.999985931919634			0.9	0.496390441575104	0.7	0.573840623998269	0.7	0.472138028821303
ENSG00000259499	ENSG00000259499					0.4	0.898476048016577				
ENSG00000259505	ENSG00000259505	-0.1	0.999985931919634					-0.1	0.96116089077566		
ENSG00000259512	HNRNPA1P5	0.1	0.999985931919634			1.0	0.545676075102752	0.4	0.857575793912941		
ENSG00000259513	CYCSP38	-0.1	0.999985931919634			-0.2	0.958212429203366	0.3	0.863616048498812	-0.2	0.796052227912711
ENSG00000259515	ENSG00000259515	-0.4	0.999985931919634			-0.2	0.949573054398049	-0.1	0.979329953151984		
ENSG00000259516	ANP32AP1	-0.3	0.999985931919634			0.2	0.945739739421621	-0.1	0.960019365439367		
ENSG00000259523	ENSG00000259523	-0.2	0.999985931919634			-0.2	0.93901106408404	-0.1	0.979329953151984	-0.3	0.74082391704119
ENSG00000259528	ENSG00000259528					0.5	0.858301632555788				
ENSG00000259529	ENSG00000259529					0.1	0.970410279152124	0.1	0.958277785055222	-0.4	0.7137799505811
ENSG00000259531	ENSG00000259531	-0.1	0.999985931919634	-0.1	0.75589788064704	-0.1	0.947377878739165	0.1	0.916493130553639	0.1	0.932505914062654
ENSG00000259532	ENSG00000259532	-0.2	0.999985931919634			0.7	0.697378212400733	0.3	0.902294628941833	0.1	0.948594665698324
ENSG00000259536	ENSG00000259536	0.2	0.999985931919634			0.1	0.990156441490593	-0.1	0.967248257857854		
ENSG00000259544	ENSG00000259544					0.3	0.941603506462073				
ENSG00000259545	ENSG00000259545					0.4	0.896931793601368	0.6	0.706383562259662		
ENSG00000259547	CYCSP2					0.2	0.958197125447237				
ENSG00000259548	ENSG00000259548	0.1	0.999985931919634	0.3	0.674658946084029			-0.2	0.944406459555822	-0.1	0.951981200452449
ENSG00000259556	ENSG00000259556	-0.2	0.999985931919634			0.2	0.914903165226354			-0.1	0.923980545805021
ENSG00000259562	ENSG00000259562	-0.1	0.999985931919634			0.1	0.96831044838065	0.2	0.912105110257148	-0.1	0.935890169526215
ENSG00000259563	ENSG00000259563					0.1	0.990450498748326	0.1	0.981227942117829		
ENSG00000259564	ENSG00000259564							0.5	0.769982350026832	0.2	0.827830859122061
ENSG00000259571	BLID					0.4	0.902089969845054	0.2	0.932888456818958	-0.1	0.919377129249573
ENSG00000259575	ENSG00000259575	-0.1	0.999985931919634	0.4	0.655122771434718	0.7	0.702390846806136			-0.3	0.788370865020396
ENSG00000259577	CERNA1					0.2	0.961979133300388	0.2	0.909987417463031		
ENSG00000259581	TYRO3P	-0.2	0.999985931919634	0.5	0.426573414781342	0.1	0.975459644410348	0.3	0.869275096044389	-0.3	0.771044703346134
ENSG00000259583	ENSG00000259583	0.4	0.999985931919634			0.4	0.853787921429597	0.1	0.962909472433321	0.4	0.643096266914787
ENSG00000259585	RBM17P4					0.1	0.990450498748326	0.5	0.712575021550395	0.2	0.884106012625655
ENSG00000259591	ENSG00000259591	-0.1	0.999985931919634	0.5	0.485689209382948	0.2	0.958916366414202	0.1	0.959606860240718	-0.1	0.894956047938914
ENSG00000259592	PRELID1P4					0.2	0.955098234054372				
ENSG00000259594	ENSG00000259594					-0.4	0.935674515384156				
ENSG00000259600	ENSG00000259600	-0.8	0.441648105817692	1.4	0.0636599517894109			0.2	0.92194669144885	-0.1	0.937756038207962
ENSG00000259605	ENSG00000259605					-0.1	0.988814821818001			-0.4	0.7137799505811
ENSG00000259612	EEF1A1P22	0.1	0.999985931919634			0.3	0.929044254329603	0.3	0.862310857554809	0.1	0.885123901029105
ENSG00000259614	TUBAP12					0.6	0.877419317226384	0.4	0.842863606796431		
ENSG00000259617	ENSG00000259617					0.4	0.874998074336574	-0.1	0.973559778734725		
ENSG00000259618	ENSG00000259618	-0.1	0.999985931919634			-0.6	0.851594395253007				
ENSG00000259623	ENSG00000259623	-0.3	0.999985931919634	0.3	0.642063120377662			-0.2	0.877007117292577	0.2	0.695384646243737
ENSG00000259626	MTND3P12	-0.6	0.804418360928428			-0.1	0.988680569518034	0.2	0.911089028509143	-0.2	0.858027938163474
ENSG00000259628	ENSG00000259628	-0.4	0.999985931919634			0.2	0.95131760365218	0.2	0.931302651176083	-0.1	0.926779662230879
ENSG00000259630	FABP5P9	0.1	0.999985931919634			0.8	0.633120526673142	0.6	0.607694416616731	0.2	0.835933370799638
ENSG00000259632	ENSG00000259632	0.2	0.999985931919634								
ENSG00000259635	ENSG00000259635					0.3	0.945065740179399	0.3	0.888452273955261		
ENSG00000259642	ST20-AS1			-0.3	0.542364361849428	-0.3	0.91741005788967	-0.1	0.955746537614426	-0.3	0.633147618667445
ENSG00000259644	ENSG00000259644					0.4	0.897732814153826	0.2	0.939801682933996	0.2	0.787687972122394
ENSG00000259651	MTCO3P23	-0.3	0.999985931919634			0.1	0.990506412770633	0.3	0.906287663762619	-0.2	0.8923392896569
ENSG00000259654	ENSG00000259654					0.6	0.790280022865884	0.3	0.863421081250401		
ENSG00000259657	PIGHP1	-0.1	0.999985931919634					0.4	0.822476660373686	-0.2	0.84670387040088
ENSG00000259659	ENSG00000259659	0.1	0.999985931919634			0.2	0.951401940626305	0.2	0.916255035592584	-0.1	0.928829745935996
ENSG00000259660	DNM1P47	0.6	0.754220454799071			0.4	0.857684889801224	0.5	0.696481743890429	0.6	0.573361836450909
ENSG00000259668	ENSG00000259668	-0.4	0.999985931919634			-0.3	0.935674515384156	0.2	0.924006017290748	0.1	0.952019893995927
ENSG00000259671	MTCYBP23	-0.6	0.847709889193588					0.5	0.769982350026832	-0.3	0.759140154645487
ENSG00000259673	IQCH-AS1	-0.1	0.999985931919634	0.5	0.34515602572165	0.2	0.933203107873367			0.1	0.914398789542281
ENSG00000259674	ENSG00000259674	0.1	0.999985931919634			0.3	0.945801712029007				
ENSG00000259677	ENSG00000259677	-0.2	0.999985931919634			-0.2	0.933686901065923	-0.3	0.872326994648566	-0.2	0.866326577170457
ENSG00000259682	ENSG00000259682	0.3	0.999985931919634			0.4	0.901459940478543	0.3	0.87711593187707	-0.1	0.96693978594404
ENSG00000259683	ENSG00000259683					0.2	0.961979133300388				
ENSG00000259691	FKBP1AP2					0.3	0.955098234054372				
ENSG00000259699	HMGB1P8	-0.1	0.999985931919634					0.1	0.979329953151984	-0.5	0.526699111648173
ENSG00000259702	ENSG00000259702					0.9	0.701877605734854				
ENSG00000259706	HSP90B2P	-0.1	0.999985931919634	0.1	0.793207249682066	-0.1	0.965036896640956			0.1	0.968666972911838
ENSG00000259709	ENSG00000259709					1.0	0.312737248009954	0.2	0.917132348553385		
ENSG00000259712	ENSG00000259712	0.1	0.999985931919634			-0.1	0.985848923417494	0.3	0.902402991857689		
ENSG00000259717	LINC00677	0.1	0.999985931919634			0.2	0.963482472673717	-0.2	0.933503931899575		
ENSG00000259721	ENSG00000259721	-1.4	0.0262775023638322					-0.3	0.875659167689214	-0.7	0.46204109663499
ENSG00000259728	LINC00933	-0.4	0.999985931919634			0.5	0.876230129747056				
ENSG00000259735	ENSG00000259735	0.3	0.999985931919634			-0.2	0.963482472673717	0.1	0.950472258532078	-0.5	0.648914208489044
ENSG00000259736	CRTC3-AS1	-0.4	0.999985931919634			-0.2	0.938032826081256	-0.2	0.915178250963712		
ENSG00000259751	TUBAP11	0.1	0.999985931919634			0.2	0.955098234054372	0.2	0.937578371202016		
ENSG00000259762	ENSG00000259762					0.8	0.626084036914579	0.4	0.855843670489529		
ENSG00000259763	LINC02157	0.2	0.999985931919634			0.6	0.8440305840374	0.5	0.706383562259662	0.2	0.821251772636156
ENSG00000259764	PCSK6-AS1			0.4	0.640252168753532			0.1	0.950794382677817	-0.2	0.85085923924764
ENSG00000259767	ENSG00000259767					0.4	0.91943897747235				
ENSG00000259768	ENSG00000259768	-0.1	0.999985931919634	0.4	0.504754567273421	0.2	0.938058536851853	0.2	0.935017700993305	-0.1	0.90276396575378
ENSG00000259771	ENSG00000259771					-0.4	0.913826363157009	-0.3	0.861603115343072	-0.2	0.887810858355508
ENSG00000259772	ENSG00000259772	0.2	0.999985931919634			0.1	0.986163753817535	0.1	0.978838246733818	-0.1	0.968503864295684
ENSG00000259775	ENSG00000259775					-0.4	0.914931177730306	-0.5	0.74666163491318		
ENSG00000259781	HMGB1P6	-0.1	0.999985931919634			-0.1	0.961979133300388			0.3	0.755202509728781
ENSG00000259788	ENSG00000259788					-0.2	0.955098234054372				
ENSG00000259792	ENSG00000259792	0.1	0.999985931919634			-0.2	0.961979133300388	0.2	0.949780386166577		
ENSG00000259797	ENSG00000259797	-0.2	0.999985931919634			0.3	0.897396858920238			-0.2	0.863111344171177
ENSG00000259802	ENSG00000259802	-0.1	0.999985931919634	-0.9	0.125562275899598	-0.2	0.935415363462259	-0.1	0.944406459555822	-0.2	0.862636471221306
ENSG00000259804	ENSG00000259804	0.6	0.913952329224839			0.4	0.905142826577034	-0.3	0.892307337112734		
ENSG00000259805	ENSG00000259805	-0.3	0.999985931919634			0.6	0.83137910478922	0.1	0.986898739986693	-0.1	0.933830840302964
ENSG00000259807	ENSG00000259807	-0.2	0.999985931919634			0.3	0.939915426954899	0.6	0.629819333000674	-0.1	0.943958043151738
ENSG00000259810	ENSG00000259810					0.1	0.983720388820257				
ENSG00000259818	ENSG00000259818					0.3	0.951171484759036				
ENSG00000259820	ENSG00000259820	-0.2	0.999985931919634	0.6	0.351981348803232	0.2	0.933686901065923	0.1	0.983733851020194	-0.1	0.96182598071534
ENSG00000259826	ENSG00000259826	-0.1	0.999985931919634			-0.2	0.961979133300388	-0.2	0.894084486280237	-0.4	0.707958203618687
ENSG00000259834	ENSG00000259834	0.4	0.999985931919634	1.8	0.00229354326150853	0.1	0.98552016352893	0.6	0.483132263274154	0.7	0.393760967231925
ENSG00000259845	HERC2P10	-0.7	0.654943543131152			0.7	0.841508128372514	-0.1	0.973116505444625		
ENSG00000259856	RAB43P1	0.1	0.999985931919634			-0.5	0.858301632555788	-0.2	0.941185507382282	-0.3	0.732872190383099
ENSG00000259863	SH3RF3-AS1	0.2	0.999985931919634			0.6	0.734151423578384	0.4	0.851997037668534		
ENSG00000259865	ENSG00000259865	-0.4	0.999985931919634	1.2	0.126183117260164	0.1	0.983383072526479	-0.3	0.86201883813818	0.8	0.285905664618964
ENSG00000259866	ENSG00000259866					0.2	0.955098234054372	0.5	0.718991229881605		
ENSG00000259877	ENSG00000259877	0.1	0.999985931919634	-0.1	0.817227760827746	-0.4	0.729545477627687	-0.2	0.829959617790409		
ENSG00000259881	ENSG00000259881	0.2	0.999985931919634	-0.3	0.657467806635605	0.4	0.866630635662509	-0.8	0.0693375355355775	-1.0	1.60403831162687E-4
ENSG00000259883	EHD4-AS1					0.2	0.94626616538374	1.1	0.122577361660236	-0.1	0.933514597913088
ENSG00000259891	ENSG00000259891			0.3	0.56422574110006	0.1	0.970365363074499			-0.3	0.756945088928273
